2.793888561427593231e-03,2.783878939226269722e-03,4.920166917145252228e-03,1.391073339618742466e-03,1.653485465794801712e-03,2.739364281296730042e-03,2.355930395424365997e-03
1.529841218143701553e-03,4.437256138771772385e-03,8.620952256023883820e-03,2.421586541458964348e-03,2.204341581091284752e-03,3.881090087816119194e-03,4.113791044801473618e-03
4.287946503609418869e-04,2.105062827467918396e-03,8.513628505170345306e-03,2.656360156834125519e-03,2.419999102130532265e-03,2.199312904849648476e-03,2.154340734705328941e-03
9.929797379299998283e-04,5.122337955981492996e-03,1.132609229534864426e-02,4.605144262313842773e-03,4.599671345204114914e-03,4.014069680124521255e-03,3.440253436565399170e-03
3.224556101486086845e-03,7.115717511624097824e-03,1.797163300216197968e-02,7.719409186393022537e-03,1.471225079149007797e-02,8.057397790253162384e-03,8.193501271307468414e-03
1.490633119828999043e-03,4.799699876457452774e-03,1.797297596931457520e-02,7.346060592681169510e-03,1.624788157641887665e-02,7.921490818262100220e-03,8.099487982690334320e-03
1.355995773337781429e-03,4.686992615461349487e-03,1.801113225519657135e-02,7.017841562628746033e-03,1.638982258737087250e-02,7.958085276186466217e-03,8.101838640868663788e-03
2.001133980229496956e-03,5.063529592007398605e-03,1.905013434588909149e-02,7.806850131601095200e-03,2.050217427313327789e-02,1.065192651003599167e-02,1.059027668088674545e-02
2.790373051539063454e-03,7.442472036927938461e-03,1.826678216457366943e-02,8.567166514694690704e-03,1.745157130062580109e-02,1.035639923065900803e-02,1.019455306231975555e-02
1.383012975566089153e-03,4.301637411117553711e-03,1.015694532543420792e-02,4.510948434472084045e-03,7.062126416712999344e-03,4.280133638530969620e-03,4.614482168108224869e-03
1.246877131052315235e-03,4.670384805649518967e-03,1.013543363660573959e-02,4.774094093590974808e-03,7.245359476655721664e-03,4.429212305694818497e-03,4.564095288515090942e-03
2.440630225464701653e-03,6.191947031766176224e-03,1.321848202496767044e-02,5.678428802639245987e-03,5.288718733936548233e-03,3.583132522180676460e-03,3.944283816963434219e-03
1.647515222430229187e-03,5.009321961551904678e-03,1.305192615836858749e-02,5.527236964553594589e-03,1.007520686835050583e-02,5.330494139343500137e-03,5.698908586055040359e-03
1.718964427709579468e-03,4.879795480519533157e-03,1.222908962517976761e-02,5.102810449898242950e-03,7.687885314226150513e-03,4.263964015990495682e-03,4.584733862429857254e-03
3.263147315010428429e-03,4.792656283825635910e-03,1.313317287713289261e-02,5.792284384369850159e-03,6.660992745310068130e-03,4.706686828285455704e-03,5.477291066199541092e-03
3.495197044685482979e-03,5.287490785121917725e-03,1.344625558704137802e-02,5.943188443779945374e-03,6.379164289683103561e-03,4.303887020796537399e-03,5.209738854318857193e-03
4.343251232057809830e-03,8.987593464553356171e-03,1.901529170572757721e-02,1.113076787441968918e-02,1.169372070580720901e-02,5.524031817913055420e-03,6.347667425870895386e-03
4.044387489557266235e-03,8.109813556075096130e-03,1.764670386910438538e-02,9.832482784986495972e-03,1.015621144324541092e-02,4.861336201429367065e-03,5.622872617095708847e-03
3.922643605619668961e-03,6.952707190066576004e-03,1.516081858426332474e-02,8.232443593442440033e-03,8.777505718171596527e-03,4.716669209301471710e-03,5.678105633705854416e-03
5.188422743231058121e-03,9.902772493660449982e-03,2.032715082168579102e-02,1.275496557354927063e-02,1.415208261460065842e-02,6.568811833858489990e-03,6.964121013879776001e-03
5.283705890178680420e-03,9.793804027140140533e-03,1.905110478401184082e-02,1.215068530291318893e-02,1.402787398546934128e-02,6.673165131360292435e-03,7.164463400840759277e-03
6.533791776746511459e-03,1.170186977833509445e-02,2.183341234922409058e-02,1.489364635199308395e-02,1.456009596586227417e-02,6.534095853567123413e-03,7.406161632388830185e-03
2.380859339609742165e-03,6.045477930456399918e-03,1.527903228998184204e-02,7.223498076200485229e-03,1.007411349564790726e-02,7.317798212170600891e-03,7.063335273414850235e-03
4.562541842460632324e-03,7.396539207547903061e-03,1.579587720334529877e-02,7.504223380237817764e-03,1.017287746071815491e-02,6.977829616516828537e-03,7.184929680079221725e-03
4.711547866463661194e-03,7.635012269020080566e-03,1.536625530570745468e-02,7.498417049646377563e-03,1.010445039719343185e-02,7.322377990931272507e-03,7.722532842308282852e-03
4.425571765750646591e-03,5.237597972154617310e-03,8.054149337112903595e-03,3.767843125388026237e-03,4.873040597885847092e-03,5.170366261154413223e-03,5.421049427241086960e-03
8.668321184813976288e-03,1.067224796861410141e-02,1.950727961957454681e-02,1.093980763107538223e-02,1.448596641421318054e-02,1.229254994541406631e-02,1.168636698275804520e-02
7.846529595553874969e-03,1.061448734253644943e-02,1.804228127002716064e-02,1.079426612704992294e-02,1.490952167659997940e-02,1.200488861650228500e-02,1.115331333130598068e-02
9.831640869379043579e-03,1.232064235955476761e-02,1.991408877074718475e-02,1.217259000986814499e-02,1.462889462709426880e-02,1.168268639594316483e-02,1.082040462642908096e-02
6.636332254856824875e-03,7.927105762064456940e-03,1.266369130462408066e-02,8.074165321886539459e-03,9.944739751517772675e-03,1.022787112742662430e-02,9.976756758987903595e-03
1.140464376658201218e-02,1.379478722810745239e-02,2.039330266416072845e-02,1.385706383734941483e-02,1.492971554398536682e-02,1.218461338430643082e-02,1.149332430213689804e-02
4.463470075279474258e-03,6.078703794628381729e-03,9.583791717886924744e-03,6.228084210306406021e-03,7.465974893420934677e-03,7.875918410718441010e-03,7.538740057498216629e-03
6.293312180787324905e-03,7.532203570008277893e-03,1.066924724727869034e-02,7.320812437683343887e-03,8.256986737251281738e-03,8.573212660849094391e-03,8.151485584676265717e-03
7.702786009758710861e-03,9.392794221639633179e-03,1.198879908770322800e-02,8.258745074272155762e-03,9.231024421751499176e-03,9.409527294337749481e-03,8.922663517296314240e-03
6.941846106201410294e-03,8.629445917904376984e-03,1.144109014421701431e-02,7.861669175326824188e-03,9.216533973813056946e-03,9.071736596524715424e-03,8.651745505630970001e-03
8.247173391282558441e-03,1.098317280411720276e-02,1.463496778160333633e-02,1.010031998157501221e-02,1.018286496400833130e-02,9.220098145306110382e-03,8.609135635197162628e-03
8.601441979408264160e-03,1.144808903336524963e-02,1.564105413854122162e-02,1.093069743365049362e-02,1.104694139212369919e-02,9.835922159254550934e-03,9.414396248757839203e-03
3.068198449909687042e-03,6.064492743462324142e-03,1.461073104292154312e-02,6.599950138479471207e-03,8.230443112552165985e-03,4.187285434454679489e-03,4.073616117238998413e-03
4.826697986572980881e-03,8.224671706557273865e-03,1.752069033682346344e-02,1.003259699791669846e-02,1.151505485177040100e-02,7.406478282064199448e-03,6.632732693105936050e-03
1.604043529368937016e-03,5.004614125937223434e-03,1.010089274495840073e-02,4.386028740555047989e-03,4.268979653716087341e-03,3.620084142312407494e-03,3.226626664400100708e-03
4.919365514069795609e-03,6.099136080592870712e-03,9.437752887606620789e-03,4.817734472453594208e-03,5.063518416136503220e-03,5.679853726178407669e-03,5.207762122154235840e-03
7.289068307727575302e-03,8.397916331887245178e-03,1.190484967082738876e-02,6.444890052080154419e-03,6.751842796802520752e-03,6.656294222921133041e-03,5.925414618104696274e-03
6.631327793002128601e-03,8.792598731815814972e-03,1.398736145347356796e-02,7.921199314296245575e-03,7.710259407758712769e-03,6.518055219203233719e-03,6.020655389875173569e-03
6.490662693977355957e-03,8.635566569864749908e-03,1.453186664730310440e-02,8.269124664366245270e-03,8.266917429864406586e-03,6.344961468130350113e-03,5.892811343073844910e-03
6.900312844663858414e-03,8.735247887670993805e-03,1.472767908126115799e-02,8.258908055722713470e-03,8.215869776904582977e-03,6.144862156361341476e-03,5.609160289168357849e-03
7.110376376658678055e-03,8.211306296288967133e-03,1.383836567401885986e-02,7.744764443486928940e-03,7.975321263074874878e-03,5.859222263097763062e-03,5.785309243947267532e-03
2.878047758713364601e-03,4.651126917451620102e-03,7.548313122242689133e-03,3.278807504102587700e-03,3.038840601220726967e-03,3.497066674754023552e-03,3.512623719871044159e-03
-1.779371290467679501e-03,8.458580705337226391e-04,5.680904258042573929e-03,1.094153150916099548e-03,1.173679833300411701e-03,1.310442923568189144e-03,9.905215119943022728e-04
5.300756311044096947e-04,3.418146399781107903e-03,7.778116967529058456e-03,2.803704701364040375e-03,2.777288667857646942e-03,2.592515898868441582e-03,2.348084235563874245e-03
2.834812970831990242e-03,6.789238657802343369e-03,1.698232814669609070e-02,6.842213217169046402e-03,7.720039691776037216e-03,4.047599155455827713e-03,4.406291525810956955e-03
4.153685644268989563e-03,6.998992990702390671e-03,1.776997931301593781e-02,6.488476414233446121e-03,1.063168700784444809e-02,5.694492254406213760e-03,6.126410793513059616e-03
4.676597658544778824e-03,7.947949692606925964e-03,1.937999017536640167e-02,7.322423625737428665e-03,1.176298689097166061e-02,6.309984251856803894e-03,6.457724142819643021e-03
4.321132320910692215e-03,7.294587790966033936e-03,1.881420798599720001e-02,6.949196103960275650e-03,1.170722395181655884e-02,6.047532428056001663e-03,6.405305583029985428e-03
2.828147029504179955e-03,3.743338398635387421e-03,6.042465101927518845e-03,2.396654104813933372e-03,4.502871073782444000e-03,4.336526151746511459e-03,4.672818351536989212e-03
3.829264314845204353e-03,6.874019745737314224e-03,1.823365315794944763e-02,6.932906340807676315e-03,1.440655067563056946e-02,7.367181126028299332e-03,7.692962884902954102e-03
4.252455662935972214e-03,6.814042106270790100e-03,1.497454941272735596e-02,5.879030097275972366e-03,8.496033027768135071e-03,5.443915724754333496e-03,5.738366395235061646e-03
4.431263078004121780e-03,6.585680413991212845e-03,1.362702157348394394e-02,5.246310029178857803e-03,6.650359835475683212e-03,5.661744624376296997e-03,6.096472963690757751e-03
3.045579418540000916e-03,4.727020859718322754e-03,9.304619394242763519e-03,3.470670431852340698e-03,3.320604329928755760e-03,4.211492370814085007e-03,4.488133359700441360e-03
2.567692659795284271e-03,4.818984773010015488e-03,8.260144852101802826e-03,3.816273761913180351e-03,4.579811822623014450e-03,4.483873024582862854e-03,4.928090143948793411e-03
2.824112074449658394e-03,4.157762043178081512e-03,7.081801071763038635e-03,3.273757174611091614e-03,4.117932636290788651e-03,4.294003359973430634e-03,4.807368852198123932e-03
2.797475084662437439e-03,4.505497869104146957e-03,7.584143429994583130e-03,3.359677037224173546e-03,4.074683878570795059e-03,4.465361591428518295e-03,5.130176898092031479e-03
2.981862286105751991e-03,5.530409049242734909e-03,9.210846386849880219e-03,5.403157323598861694e-03,7.236817386001348495e-03,5.879588425159454346e-03,6.339753046631813049e-03
3.346406156197190285e-03,5.956319626420736313e-03,1.186436880379915237e-02,6.398519035428762436e-03,6.838729605078697205e-03,5.073652137070894241e-03,5.768210161477327347e-03
4.290800075978040695e-03,7.251489907503128052e-03,1.477451156824827194e-02,8.643601089715957642e-03,7.822916842997074127e-03,5.552548915147781372e-03,6.271799560636281967e-03
3.186545567587018013e-03,7.582559715956449509e-03,1.893992535769939423e-02,8.621530607342720032e-03,1.599060930311679840e-02,8.885335177183151245e-03,8.931809104979038239e-03
3.115349682047963142e-03,7.206265348941087723e-03,1.835489645600318909e-02,7.344434503465890884e-03,1.735181920230388641e-02,1.089787483215332031e-02,1.127395872026681900e-02
4.273795988410711288e-03,8.520253002643585205e-03,2.058567106723785400e-02,9.508435614407062531e-03,2.014174126088619232e-02,1.175376027822494507e-02,1.166062895208597183e-02
1.955854240804910660e-03,6.758899893611669540e-03,1.874905265867710114e-02,7.857355289161205292e-03,1.836454495787620544e-02,1.020950824022293091e-02,1.003392320126295090e-02
3.879218129441142082e-03,7.415562402456998825e-03,2.062273584306240082e-02,8.423776365816593170e-03,1.886123232543468475e-02,1.024630106985569000e-02,1.031687110662460327e-02
1.724328030832111835e-03,5.001716781407594681e-03,1.495276112109422684e-02,6.765723228454589844e-03,1.301593426614999771e-02,7.161351386457681656e-03,6.534751504659652710e-03
