chl
12.168655
14.434081
48.888275
52.72887
148.80322
140.66193
92.81212
10.726448
5.7757683
9.008493
5.7040195
19.1176
14.004555
80.58529
143.98976
154.05942
156.58328
125.6976
46.04178
51.423435
9.029242
78.647316
40.394455
16.451878
14.500077
16.105602
15.754744
20.717651
21.529884
26.914124
15.32069
41.0146
34.10093
34.272877
22.018284
40.130226
84.253235
39.138435
59.72178
53.65024
48.600605
51.9089
42.63128
43.813896
30.357998
28.115719
16.587994
16.493002
14.670011
17.252232
17.295757
6.9456463
12.998114
16.754433
47.614906
49.613304
62.947983
110.66647
30.217167
16.56776
6.841922
22.756495
24.19893
15.288251
16.529228
98.96229
144.51022
127.29095
156.29538
144.22427
139.68439
